# Logfile created on 2024-01-04 13:45:06 +0000 by logger.rb/66358
[2024-01-04T13:45:07+00:00] INFO: Started Chef Infra Zero at chefzero://localhost:1 with repository at /opt/gitlab/embedded
  One version per cookbook

[2024-01-04T13:45:08+00:00] INFO: *** Chef Infra Client 15.12.22 ***
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/postgresql/recipes/bin.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/redis/recipes/disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/rules/gitlab.rules in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-alertmanager-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/gitlab-exporter.yml.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/grafana_ini.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/redis/templates/default/sv-redis-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-gitlab-exporter-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/redis/metadata.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/rules/node.rules in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/redis/resources/service.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-node-exporter-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-alertmanager-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-alertmanager-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-node-exporter-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/mount_point_check.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-postgres-exporter-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-prometheus-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-grafana-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/attributes/default.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-redis-exporter-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-node-exporter-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-gitlab-exporter-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/alertmanager.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/alertmanager_disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-gitlab-exporter-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-postgres-exporter-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/gitlab-exporter_disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-grafana-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/grafana_disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-grafana-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/node-exporter_disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/postgres-exporter.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-postgres-exporter-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/gitlab-exporter.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/default.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-prometheus-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/redis-exporter_disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-redis-exporter-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-redis-exporter-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/metadata.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/postgres-exporter_disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/prometheus.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/prometheus_disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/registry/templates/default/registry-config.yml.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-prometheus-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/registry/templates/default/sv-registry-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/user.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/libraries/grafana.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/registry/recipes/enable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/libraries/prometheus.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/grafana.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/registry/attributes/default.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/mattermost/templates/default/sv-mattermost-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/redis-exporter.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/mattermost/recipes/disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/mattermost/recipes/enable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/recipes/node-exporter.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/registry/recipes/disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/attributes/default.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/monitoring/libraries/prometheus_helper.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/attributes/watchers.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/mattermost/templates/default/sv-mattermost-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/registry/templates/default/sv-registry-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/mattermost/templates/default/sv-mattermost-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/registry/templates/default/sv-registry-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/mattermost/libraries/mattermost_helper.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/recipes/disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/mattermost/metadata.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/mattermost/attributes/default.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/attributes/services.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/templates/default/sv-consul-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/templates/default/sv-consul-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/recipes/watchers.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/recipes/configure_services.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/resources/consul_service.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/templates/default/watcher_scripts/failover_pgbouncer.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/recipes/disable_service_postgresql.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/recipes/disable_daemon.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/templates/default/sv-gitaly-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/templates/default/sv-gitaly-log-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/templates/default/sv-consul-log-config.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/recipes/disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/registry/metadata.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/metadata.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/attributes/default.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/templates/default/gitaly-config.toml.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/recipes/enable_daemon.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/libraries/consul_helper.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/recipes/enable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/consul/recipes/enable_service_postgresql.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/templates/default/sv-gitaly-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/recipes/disable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/metadata.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/libraries/gitaly.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/attributes/default.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/libraries/praefect.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/templates/default/praefect-config.toml.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/templates/default/sv-praefect-log-run.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/recipes/enable.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/recipes/http_authorization.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/templates/default/sv-praefect-run.erb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/recipes/enable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/templates/default/sv-praefect-log-config.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/attributes/default.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/nginx/templates/default/sv-nginx-log-config.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/README.md in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/praefect/recipes/database_migrations.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/nginx/recipes/enable.rb in the cache.
[2024-01-04T13:45:11+00:00] INFO: Storing updated cookbooks/gitaly/recipes/enable.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/resources/certificate.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/libraries/helper.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/runit/LICENSE in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/metadata.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/praefect/metadata.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/nginx/templates/default/sv-nginx-run.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/runit/libraries/resource_runit_service.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/recipes/disable.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/nginx/metadata.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/runit/README.md in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/README.md in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/runit/libraries/helpers.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/runit/metadata.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/runit/libraries/provider_runit_service.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/nginx/templates/default/sv-nginx-log-run.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/attributes/default.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/templates/acme-challange.nginx.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/chefignore in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/letsencrypt/libraries/lets_encrypt.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/libraries/matchers.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/.kitchen.digitalocean.yml in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/resources/certificate.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/resources/selfsigned.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/.kitchen.yml in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/crond/templates/default/sv-crond-log-config.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/resources/ssl_key.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/crond/templates/default/sv-crond-run.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/.kitchen.dokken.yml in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/recipes/default.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/libraries/acme.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/.rubocop.yml in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/Berksfile in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/metadata.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/crond/attributes/default.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/crond/templates/default/sv-crond-log-run.erb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/acme/LICENSE in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/crond/recipes/enable.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/crond/recipes/disable.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/crond/resources/job.rb in the cache.
[2024-01-04T13:45:12+00:00] INFO: Storing updated cookbooks/crond/metadata.rb in the cache.
[2024-01-04T13:45:16+00:00] INFO: directory[/etc/gitlab] mode changed to 775
[2024-01-04T13:45:16+00:00] INFO: Skipped selecting an init system because it was explicitly disabled
[2024-01-04T13:45:17+00:00] INFO: directory[/opt/gitlab/embedded/etc] created directory /opt/gitlab/embedded/etc
[2024-01-04T13:45:17+00:00] INFO: directory[/opt/gitlab/embedded/etc] owner changed to 0
[2024-01-04T13:45:17+00:00] INFO: directory[/opt/gitlab/embedded/etc] group changed to 0
[2024-01-04T13:45:17+00:00] INFO: directory[/opt/gitlab/embedded/etc] mode changed to 755
[2024-01-04T13:45:17+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] created file /opt/gitlab/embedded/etc/gitconfig
[2024-01-04T13:45:17+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] updated file contents /opt/gitlab/embedded/etc/gitconfig
[2024-01-04T13:45:17+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] mode changed to 755
[2024-01-04T13:45:17+00:00] INFO: template[/var/opt/gitlab/.gitconfig] created file /var/opt/gitlab/.gitconfig
[2024-01-04T13:45:17+00:00] INFO: template[/var/opt/gitlab/.gitconfig] updated file contents /var/opt/gitlab/.gitconfig
[2024-01-04T13:45:17+00:00] INFO: template[/var/opt/gitlab/.gitconfig] owner changed to 998
[2024-01-04T13:45:17+00:00] INFO: template[/var/opt/gitlab/.gitconfig] group changed to 998
[2024-01-04T13:45:17+00:00] INFO: template[/var/opt/gitlab/.gitconfig] mode changed to 644
[2024-01-04T13:45:17+00:00] INFO: directory[/var/opt/gitlab/.bundle] created directory /var/opt/gitlab/.bundle
[2024-01-04T13:45:17+00:00] INFO: directory[/var/opt/gitlab/.bundle] owner changed to 998
[2024-01-04T13:45:17+00:00] INFO: directory[/var/opt/gitlab/.bundle] group changed to 998
[2024-01-04T13:45:17+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/.ssh] called
[2024-01-04T13:45:17+00:00] INFO: directory[/var/log/gitlab/gitlab-shell/] created directory /var/log/gitlab/gitlab-shell/
[2024-01-04T13:45:17+00:00] INFO: directory[/var/log/gitlab/gitlab-shell/] owner changed to 998
[2024-01-04T13:45:17+00:00] INFO: directory[/var/log/gitlab/gitlab-shell/] mode changed to 700
[2024-01-04T13:45:18+00:00] INFO: directory[/var/opt/gitlab/gitlab-shell] created directory /var/opt/gitlab/gitlab-shell
[2024-01-04T13:45:18+00:00] INFO: directory[/var/opt/gitlab/gitlab-shell] owner changed to 998
[2024-01-04T13:45:18+00:00] INFO: directory[/var/opt/gitlab/gitlab-shell] mode changed to 700
[2024-01-04T13:45:18+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/config.yml] created file /var/opt/gitlab/gitlab-shell/config.yml
[2024-01-04T13:45:18+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/config.yml] updated file contents /var/opt/gitlab/gitlab-shell/config.yml
[2024-01-04T13:45:18+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/config.yml] owner changed to 0
[2024-01-04T13:45:18+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/config.yml] group changed to 998
[2024-01-04T13:45:18+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/config.yml] mode changed to 640
[2024-01-04T13:45:18+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-shell/config.yml to /var/opt/gitlab/gitlab-shell/config.yml] created
[2024-01-04T13:45:18+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-shell/.gitlab_shell_secret] created
[2024-01-04T13:45:18+00:00] INFO: file[/var/opt/gitlab/.ssh/authorized_keys] created file /var/opt/gitlab/.ssh/authorized_keys
[2024-01-04T13:45:18+00:00] INFO: file[/var/opt/gitlab/.ssh/authorized_keys] owner changed to 998
[2024-01-04T13:45:18+00:00] INFO: file[/var/opt/gitlab/.ssh/authorized_keys] group changed to 998
[2024-01-04T13:45:18+00:00] INFO: file[/var/opt/gitlab/.ssh/authorized_keys] mode changed to 600
[2024-01-04T13:45:18+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/git-data] called
[2024-01-04T13:45:18+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/git-data/repositories] called
[2024-01-04T13:45:18+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared] called
[2024-01-04T13:45:19+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/artifacts] called
[2024-01-04T13:45:19+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/external-diffs] called
[2024-01-04T13:45:19+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/lfs-objects] called
[2024-01-04T13:45:19+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/packages] called
[2024-01-04T13:45:19+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/dependency_proxy] called
[2024-01-04T13:45:20+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/terraform_state] called
[2024-01-04T13:45:20+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/uploads] called
[2024-01-04T13:45:20+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-ci/builds] called
[2024-01-04T13:45:20+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/cache] called
[2024-01-04T13:45:21+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/tmp] called
[2024-01-04T13:45:21+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/gitlab-rails/shared/pages] called
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/etc] created directory /var/opt/gitlab/gitlab-rails/etc
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/etc] owner changed to 998
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/etc] mode changed to 700
[2024-01-04T13:45:21+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] created directory /opt/gitlab/etc/gitlab-rails
[2024-01-04T13:45:21+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] owner changed to 998
[2024-01-04T13:45:21+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] mode changed to 700
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/working] created directory /var/opt/gitlab/gitlab-rails/working
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/working] owner changed to 998
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/working] mode changed to 700
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/tmp] created directory /var/opt/gitlab/gitlab-rails/tmp
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/tmp] owner changed to 998
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/tmp] mode changed to 700
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/upgrade-status] created directory /var/opt/gitlab/gitlab-rails/upgrade-status
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/upgrade-status] owner changed to 998
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/opt/gitlab/gitlab-rails/upgrade-status] mode changed to 700
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/log/gitlab/gitlab-rails] created directory /var/log/gitlab/gitlab-rails
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/log/gitlab/gitlab-rails] owner changed to 998
[2024-01-04T13:45:21+00:00] INFO: directory[create /var/log/gitlab/gitlab-rails] mode changed to 700
[2024-01-04T13:45:21+00:00] INFO: ruby_block[directory resource: /var/opt/gitlab/backups] called
[2024-01-04T13:45:21+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails] owner changed to 998
[2024-01-04T13:45:21+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails/gitlab-rails-rc] created file /opt/gitlab/etc/gitlab-rails/gitlab-rails-rc
[2024-01-04T13:45:21+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails/gitlab-rails-rc] updated file contents /opt/gitlab/etc/gitlab-rails/gitlab-rails-rc
[2024-01-04T13:45:21+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] created file /var/opt/gitlab/gitlab-rails/etc/database.yml
[2024-01-04T13:45:21+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/database.yml
[2024-01-04T13:45:21+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] owner changed to 0
[2024-01-04T13:45:21+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] group changed to 998
[2024-01-04T13:45:21+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] mode changed to 640
[2024-01-04T13:45:21+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/database.yml to /var/opt/gitlab/gitlab-rails/etc/database.yml] created
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] created file /var/opt/gitlab/gitlab-rails/etc/secrets.yml
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/secrets.yml
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] owner changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] group changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] mode changed to 644
[2024-01-04T13:45:22+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/secrets.yml to /var/opt/gitlab/gitlab-rails/etc/secrets.yml] created
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] created file /var/opt/gitlab/gitlab-rails/etc/resque.yml
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/resque.yml
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] owner changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] group changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] mode changed to 644
[2024-01-04T13:45:22+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/resque.yml to /var/opt/gitlab/gitlab-rails/etc/resque.yml] created
